Taxon,Scientific_Name,Endemic,Genus,Species,Subspecies,Class,Order,Family,GBIF_id,POW_Name
Limniris pseudacorus,Limniris pseudacorus (L.) Fuss,FALSE,Limniris,pseudacorus,,Magnoliopsida,Asparagales,Iridaceae,2748414,Iris pseudacorus
Limodorum abortivum,Limodorum abortivum (L.) Sw.,FALSE,Limodorum,abortivum,,Magnoliopsida,Asparagales,Orchidaceae,5312179,Limodorum abortivum
Limodorum trabutianum,Limodorum trabutianum Batt.,FALSE,Limodorum,trabutianum,,Magnoliopsida,Asparagales,Orchidaceae,5312195,Limodorum trabutianum
Limonium album,Limonium album (Coincy) Sennen,TRUE,Limonium,album,,Magnoliopsida,Caryophyllales,Plumbaginaceae,7867352,----
Limonium alcudianum,Limonium alcudianum Erben,TRUE,Limonium,alcudianum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4088497,Limonium alcudianum
Limonium algarvense,Limonium algarvense Erben,FALSE,Limonium,algarvense,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4088484,Limonium algarvense
Limonium alicunense,Limonium alicunense F.Gómiz García,TRUE,Limonium,alicunense,,Magnoliopsida,Caryophyllales,Plumbaginaceae,8244659,Limonium alicunense
Limonium angustebracteatum,Limonium angustebracteatum Erben,TRUE,Limonium,angustebracteatum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,7371618,Limonium angustebracteatum
Limonium antonii-llorensii,Limonium antonii-llorensii L. Llorens,TRUE,Limonium,antonii-llorensii,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090712,Limonium antonii-llorensii
Limonium aragonense,Limonium aragonense (Debeaux) Font Quer,TRUE,Limonium,aragonense,,Magnoliopsida,Caryophyllales,Plumbaginaceae,7816427,Limonium aragonense
Limonium artruchium,Limonium artruchium Erben,TRUE,Limonium,artruchium,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090561,Limonium artruchium
Limonium auriculae-ursifolium,Limonium auriculae-ursifolium (Pourr.) Druce,FALSE,Limonium,auriculae-ursifolium,,Magnoliopsida,Caryophyllales,Plumbaginaceae,7769122,Limonium auriculae-ursifolium
Limonium balearicum,Limonium balearicum (Pignatti) Brullo,TRUE,Limonium,balearicum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090291,Limonium balearicum
Limonium bellidifolium,Limonium bellidifolium (Gouan) Dumort.,FALSE,Limonium,bellidifolium,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090205,Limonium bellidifolium
Limonium bianorii,Limonium bianorii (Sennen & Pau) Erben,TRUE,Limonium,bianorii,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090166,Limonium bianorii
Limonium biflorum,Limonium biflorum (Pignatti) Pignatti,TRUE,Limonium,biflorum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,7851311,Limonium biflorum
Limonium binervosum,Limonium binervosum (G.E. Sm.) C.E. Salmon,TRUE,Limonium,binervosum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,9035514,Limonium binervosum
Limonium boirae,Limonium boirae L. Llorens & Tébar,TRUE,Limonium,boirae,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090011,Limonium boirae
Limonium bonafei,Limonium bonafei Erben,TRUE,Limonium,bonafei,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089960,Limonium bonafei
Limonium caesium,Limonium caesium (Girard) Kuntze,TRUE,Limonium,caesium,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089613,Limonium caesium
Limonium camposanum,Limonium camposanum Erben,TRUE,Limonium,camposanum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089460,Limonium camposanum
Limonium caprariense,Limonium caprariense (Font Quer & Marcos) Pignatti,TRUE,Limonium,caprariense,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089360,Limonium caprariense
Limonium carpetanicum,Limonium carpetanicum Erben,TRUE,Limonium,carpetanicum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089163,Limonium carpetanicum
Limonium carregadorense,Limonium carregadorense Erben,TRUE,Limonium,carregadorense,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089150,Limonium carregadorense
Limonium carthaginense,Limonium carthaginense (Rouy) C.E. Hubb. & Sandwith,TRUE,Limonium,carthaginense,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089134,Limonium carthaginense
Limonium carvalhoi,Limonium carvalhoi Rosselló & L.Sáez,TRUE,Limonium,carvalhoi,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089125,Limonium carvalhoi
Limonium catalaunicum,Limonium catalaunicum (Willk. & Costa) Pignatti,TRUE,Limonium,catalaunicum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089081,Limonium catalaunicum
Limonium cavanillesii,Limonium cavanillesii Erben,TRUE,Limonium,cavanillesii,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089042,Limonium duriusculum subsp. cavanillesii
Limonium cofrentanum,Limonium cofrentanum Erben,TRUE,Limonium,cofrentanum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4088799,Limonium cofrentanum
Limonium companyonis,Limonium companyonis (Gren. & Billot) Kuntze,FALSE,Limonium,companyonis,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4088675,Limonium duriusculum subsp. companyonis
Limonium connivens,Limonium connivens Erben,TRUE,Limonium,connivens,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4088606,Limonium connivens
Limonium cordovillense,Limonium cordovillense Stübing & Cirujano,TRUE,Limonium,cordovillense,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4088527,Limonium cordovillense
Limonium cossonianum,Limonium cossonianum Kuntze,TRUE,Limonium,cossonianum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,7297983,Limonium cossonianum
Limonium costae,Limonium costae (Willk.) Pignatti,TRUE,Limonium,costae,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4088366,Limonium costae
Limonium daveaui,Limonium daveaui Erben,TRUE,Limonium,daveaui,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090661,Limonium daveaui
Limonium delicatulum,Limonium delicatulum (Girard) Kuntze,TRUE,Limonium,delicatulum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,7298216,Limonium delicatulum
Limonium densissimum,Limonium densissimum (Pignatti) Pignatti,FALSE,Limonium,densissimum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090508,Limonium densissimum
Limonium dichotomum,Limonium dichotomum (Cav.) Kuntze,TRUE,Limonium,dichotomum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090448,Limonium dichotomum
Limonium diffusum,Limonium diffusum (Pourr.) Kuntze,FALSE,Limonium,diffusum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090372,Myriolimon diffusum
Limonium dodartii,Limonium dodartii (Girard) Kuntze,FALSE,Limonium,dodartii,,Magnoliopsida,Caryophyllales,Plumbaginaceae,7298186,Limonium dodartii
Limonium dragonericum,Limonium dragonericum Erben,TRUE,Limonium,dragonericum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090230,Limonium dragonericum
Limonium dufourii,Limonium dufourii (Girard) Kuntze,TRUE,Limonium,dufourii,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090142,Limonium dufourii
Limonium ebusitanum,Limonium ebusitanum (Font Quer) Font Quer,TRUE,Limonium,ebusitanum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090035,Limonium ebusitanum
Limonium echioides,Limonium echioides (L.) Mill.,FALSE,Limonium,echioides,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090024,Limonium echioides
Limonium ejulabilis,"Limonium ejulabilis Rosselló, Mus & J.X.Soler",TRUE,Limonium,ejulabilis,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090000,Limonium ejulabilis
Limonium emarginatum,Limonium emarginatum (Willd.) Kuntze,FALSE,Limonium,emarginatum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089949,Limonium emarginatum
Limonium erectum,Limonium erectum Erben,TRUE,Limonium,erectum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089876,Limonium erectum
Limonium estevei,Limonium estevei Fern. Casas,TRUE,Limonium,estevei,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089827,Limonium estevei
Limonium ferulaceum,Limonium ferulaceum (L.) Chaz.,FALSE,Limonium,ferulaceum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,8239485,----
Limonium fontqueri,Limonium fontqueri (Pau) L. Llorens,TRUE,Limonium,fontqueri,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089605,Limonium fontqueri
Limonium furfuraceum,Limonium furfuraceum (Lag.) Kuntze,TRUE,Limonium,furfuraceum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,7298095,Limonium furfuraceum
Limonium geronense,Limonium geronense Erben,TRUE,Limonium,geronense,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089424,Limonium geronense
Limonium gibertii,Limonium gibertii (Sennen) Sennen,TRUE,Limonium,gibertii,,Magnoliopsida,Caryophyllales,Plumbaginaceae,8331715,----
Limonium girardianum,Limonium girardianum (Guss.) Fourr.,FALSE,Limonium,girardianum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,8076932,Limonium girardianum
Limonium grosii,Limonium grosii L. Llorens,TRUE,Limonium,grosii,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089104,Limonium grosii
Limonium gymnesicum,Limonium gymnesicum Erben,TRUE,Limonium,gymnesicum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089003,Limonium gymnesicum
Limonium heterospicatum,Limonium heterospicatum Erben,TRUE,Limonium,heterospicatum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4088917,Limonium heterospicatum
Limonium hibericum,Limonium hibericum Erben,TRUE,Limonium,hibericum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4088904,Limonium hibericum
Limonium humile,Limonium humile Mill.,FALSE,Limonium,humile,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4088825,Limonium humile
Limonium ilergabonum,"Limonium ilergabonum López-Alvarado, Cobacho, Arán & L.Sáez",TRUE,Limonium,ilergabonum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,9674808,Limonium ilergabonum
Limonium inexpectans,Limonium inexpectans L.Sáez & Rosselló,TRUE,Limonium,inexpectans,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4088650,Limonium inexpectans
Limonium insigne,Limonium insigne (Coss.) Kuntze,TRUE,Limonium,insigne,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4088635,Limonium insigne
Limonium interjectum,Limonium interjectum J.X.Soler & Rosselló,TRUE,Limonium,interjectum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4088608,Limonium interjectum
Limonium irtaensis,"Limonium irtaensis P.P.Ferrer, A.Navarro, P.Pérez, R.Roselló, Rosselló, M.Rosato & E.Laguna",TRUE,Limonium,irtaensis,,Magnoliopsida,Caryophyllales,Plumbaginaceae,8465519,Limonium irtaensis
Limonium latebracteatum,Limonium latebracteatum Erben,TRUE,Limonium,latebracteatum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,7508482,Limonium latebracteatum
Limonium laxiusculum,Limonium laxiusculum Franco,TRUE,Limonium,laxiusculum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090687,Limonium laxiusculum
Limonium leonardi-llorensii,"Limonium leonardi-llorensii L.Sáez, Á.C.Carvalho & Rosselló",TRUE,Limonium,leonardi-llorensii,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090650,Limonium leonardi-llorensii
Limonium lobatum,Limonium lobatum (L. fil.) Chaz.,FALSE,Limonium,lobatum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,8419208,Limonium lobatum
Limonium lobetanicum,Limonium lobetanicum Erben,TRUE,Limonium,lobetanicum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090449,Limonium lobetanicum
Limonium longebracteatum,Limonium longebracteatum Erben,TRUE,Limonium,longebracteatum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,7698705,Limonium longibracteatum
Limonium magallufianum,Limonium magallufianum L. Llorens,TRUE,Limonium,magallufianum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090295,Limonium magallufianum
Limonium majoricum,Limonium majoricum Pignatti,TRUE,Limonium,majoricum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090285,Limonium majoricum
Limonium majus,Limonium majus (Boiss.) Erben,TRUE,Limonium,majus,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090274,Limonium majus
Limonium malacitanum,Limonium malacitanum Díez Garretas,TRUE,Limonium,malacitanum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090264,Limonium malacitanum
Limonium mansanetianum,Limonium mansanetianum M.B.Crespo & Lledó,TRUE,Limonium,mansanetianum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090241,Limonium mansanetianum
Limonium marisolii,Limonium marisolii L. Llorens,TRUE,Limonium,marisolii,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090219,Limonium marisolii
Limonium mateoi,Limonium mateoi Erben & Arán,TRUE,Limonium,mateoi,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090207,Limonium mateoi
Limonium migjornense,Limonium migjornense L. Llorens,TRUE,Limonium,migjornense,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089963,Limonium migjornense
Limonium minoricense,Limonium minoricense Erben,TRUE,Limonium,minoricense,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089938,Limonium minoricense
Limonium minus,Limonium minus (Boiss.) Erben,TRUE,Limonium,minus,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089926,Limonium minus
Limonium minutum,Limonium minutum (L.) Chaz.,TRUE,Limonium,minutum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,8005493,Limonium minutum
Limonium multiflorum,Limonium multiflorum Erben,TRUE,Limonium,multiflorum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089687,Limonium multiflorum
Limonium muradense,Limonium muradense Erben,TRUE,Limonium,muradense,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089641,Limonium muradense
Limonium narbonense,Limonium narbonense Mill.,FALSE,Limonium,narbonense,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089594,Limonium narbonense
Limonium nydeggeri,Limonium nydeggeri Erben,TRUE,Limonium,nydeggeri,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089410,Limonium nydeggeri
Limonium orellii,Limonium orellii Erben,TRUE,Limonium,orellii,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089204,Limonium orellii
Limonium ovalifolium,Limonium ovalifolium (Poir.) Kuntze,FALSE,Limonium,ovalifolium,,Magnoliopsida,Caryophyllales,Plumbaginaceae,7298058,Limonium ovalifolium
Limonium parvibracteatum,Limonium parvibracteatum Pignatti,TRUE,Limonium,parvibracteatum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4088980,Limonium parvibracteatum
Limonium paui,Limonium paui Cámara & Sennen,TRUE,Limonium,paui,,Magnoliopsida,Caryophyllales,Plumbaginaceae,8365715,----
Limonium perplexum,Limonium perplexum L.Sáez & Rosselló,TRUE,Limonium,perplexum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4088790,Limonium perplexum
Limonium pinillense,Limonium pinillense R.Roselló & Peris,TRUE,Limonium,pinillense,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4088666,Limonium pinillense
Limonium plurisquamatum,Limonium plurisquamatum Erben,TRUE,Limonium,plurisquamatum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4088597,Limonium plurisquamatum
Limonium portopetranum,Limonium portopetranum Erben,TRUE,Limonium,portopetranum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4088542,Limonium portopetranum
Limonium pseudarticulatum,Limonium pseudarticulatum Erben,TRUE,Limonium,pseudarticulatum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090843,Limonium pseudarticulatum
Limonium pseudebusitanum,Limonium pseudebusitanum Erben,TRUE,Limonium,pseudebusitanum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090833,Limonium pseudebusitanum
Limonium pseudodictyocladum,Limonium pseudodictyocladum (Pignatti) L. Llorens,TRUE,Limonium,pseudodictyocladum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090801,Limonium pseudodictyocladum
Limonium quesadense,Limonium quesadense Erben,TRUE,Limonium,quesadense,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090599,Limonium quesadense
Limonium retusum,Limonium retusum L. Llorens,TRUE,Limonium,retusum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090287,Limonium retusum
Limonium revolutum,Limonium revolutum Erben,TRUE,Limonium,revolutum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090276,Limonium minutum subsp. revolutum
Limonium rigualii,Limonium rigualii M.B. Crespo & Erben,TRUE,Limonium,rigualii,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090243,Limonium rigualii
Limonium rosselloi,"Limonium rosselloi P.P.Ferrer, R.Roselló & E.Laguna",TRUE,Limonium,rosselloi,,Magnoliopsida,Caryophyllales,Plumbaginaceae,7587234,Limonium rosselloi
Limonium ruizii,Limonium ruizii (Font Quer) Fern. Casas,TRUE,Limonium,ruizii,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090182,Limonium ruizii
Limonium santapolense,Limonium santapolense Erben,TRUE,Limonium,santapolense,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090084,Limonium santapolense
Limonium saxicola,Limonium saxicola Erben,TRUE,Limonium,saxicola,,Magnoliopsida,Caryophyllales,Plumbaginaceae,8091338,Limonium saxicola
Limonium scopulorum,Limonium scopulorum M.B.Crespo & Lledó,TRUE,Limonium,scopulorum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,7959870,Limonium scopulorum
Limonium scorpioides,Limonium scorpioides Erben,TRUE,Limonium,scorpioides,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089952,Limonium scorpioides
Limonium serpentinicum,"Limonium serpentinicum R.Pino, Silva Pando & J.J.Pino",TRUE,Limonium,serpentinicum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,9569284,Limonium serpentinicum
Limonium silvestrei,Limonium silvestrei Aparicio,TRUE,Limonium,silvestrei,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089716,Limonium silvestrei
Limonium sinuatum,Limonium sinuatum (L.) Mill.,FALSE,Limonium,sinuatum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,3082297,Limonium sinuatum
Limonium soboliferum,Limonium soboliferum Erben,TRUE,Limonium,soboliferum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089618,Limonium soboliferum
Limonium squarrosum,Limonium squarrosum Erben,TRUE,Limonium,squarrosum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089489,Limonium squarrosum
Limonium stenophyllum,Limonium stenophyllum Erben,TRUE,Limonium,stenophyllum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089477,Limonium stenophyllum
Limonium subglabrum,Limonium subglabrum Erben,TRUE,Limonium,subglabrum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089427,Limonium subglabrum
Limonium sucronicum,Limonium sucronicum Erben,TRUE,Limonium,sucronicum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089386,Limonium sucronicum
Limonium supinum,Limonium supinum (Girard) Pignatti,TRUE,Limonium,supinum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089324,Limonium supinum
Limonium tabernense,Limonium tabernense Erben,TRUE,Limonium,tabernense,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089279,Limonium tabernense
Limonium tamarindanum,Limonium tamarindanum Erben,TRUE,Limonium,tamarindanum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089247,Limonium tamarindanum
Limonium tenuicaule,Limonium tenuicaule Erben,TRUE,Limonium,tenuicaule,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089155,Limonium tenuicaule
Limonium thiniense,Limonium thiniense Erben,TRUE,Limonium,thiniense,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4088982,Limonium thiniense
Limonium tobarrense,"Limonium tobarrense J.Moreno, Terrones, M.Á.Alonso, Juan & M.B.Crespo",TRUE,Limonium,tobarrense,,Magnoliopsida,Caryophyllales,Plumbaginaceae,8773180,Limonium tobarrense
Limonium toletanum,Limonium toletanum Erben,TRUE,Limonium,toletanum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4088883,Limonium toletanum
Limonium tournefortii,Limonium tournefortii (Boiss.) Erben,TRUE,Limonium,tournefortii,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4088841,Limonium tournefortii
Limonium tremolsii,Limonium tremolsii (Rouy) Erben,TRUE,Limonium,tremolsii,,Magnoliopsida,Caryophyllales,Plumbaginaceae,8237880,Limonium tremolsii
Limonium ugijarense,Limonium ugijarense Erben,TRUE,Limonium,ugijarense,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4088612,Limonium ugijarense
Limonium validum,Limonium validum Erben,TRUE,Limonium,validum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4088544,Limonium validum
Limonium viciosoi,Limonium viciosoi (Pau) Erben,TRUE,Limonium,viciosoi,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4088505,Limonium viciosoi
Limonium vigoi,"Limonium vigoi L.Sáez, Curcó & Rosselló",TRUE,Limonium,vigoi,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4088478,Limonium vigoi
Limonium virgatum,Limonium virgatum (Willd.) Fourr.,FALSE,Limonium,virgatum,,Magnoliopsida,Caryophyllales,Plumbaginaceae,7730625,Limonium virgatum
Limonium vulgare,Limonium vulgare Mill.,FALSE,Limonium,vulgare,,Magnoliopsida,Caryophyllales,Plumbaginaceae,3082322,Limonium vulgare
Limonium wiedmannii,Limonium wiedmannii Erben,TRUE,Limonium,wiedmannii,,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090822,Limonium wiedmannii
Limosella aquatica,Limosella aquatica L.,FALSE,Limosella,aquatica,,Magnoliopsida,Lamiales,Scrophulariaceae,3172211,Limosella aquatica
Linaria accitensis,Linaria accitensis L. Sáez,TRUE,Linaria,accitensis,,Magnoliopsida,Lamiales,Plantaginaceae,7812803,Linaria accitensis
Linaria aeruginea aeruginea,Linaria aeruginea aeruginea (Gouan) Cav.,TRUE,Linaria,aeruginea,aeruginea,Magnoliopsida,Lamiales,Plantaginaceae,8265058,Linaria aeruginea aeruginea
Linaria aeruginea cardonica,Linaria aeruginea cardonica (Font Quer) L. Sáez & M. Sainz,TRUE,Linaria,aeruginea,cardonica,Magnoliopsida,Lamiales,Plantaginaceae,8266030,Linaria aeruginea subsp. cardonica
Linaria aeruginea nevadensis,Linaria aeruginea nevadensis (Boiss.) D.A. Sutton,TRUE,Linaria,aeruginea,nevadensis,Magnoliopsida,Lamiales,Plantaginaceae,7869421,Linaria aeruginea subsp. nevadensis
Linaria aeruginea pruinosa,Linaria aeruginea pruinosa (Sennen & Pau) Chater & Valdés,TRUE,Linaria,aeruginea,pruinosa,Magnoliopsida,Lamiales,Plantaginaceae,8397590,Linaria aeruginea subsp. pruinosa
Linaria algarviana,Linaria algarviana Chav.,TRUE,Linaria,algarviana,,Magnoliopsida,Lamiales,Plantaginaceae,7776721,Linaria algarviana
Linaria alpina alpina,Linaria alpina alpina (L.) Mill.,FALSE,Linaria,alpina,alpina,Magnoliopsida,Lamiales,Plantaginaceae,9532420,Linaria alpina
Linaria alpina filicaulis,Linaria alpina filicaulis (Boiss. ex Leresche & Levier) M. Laínz,TRUE,Linaria,alpina,filicaulis,Magnoliopsida,Lamiales,Plantaginaceae,7606478,Linaria filicaulis
Linaria amethystea albiflora,"Linaria amethystea albiflora (Boiss.) Casimiro-Soriguer
Solanas & Cabezudo",TRUE,Linaria,amethystea,albiflora,Magnoliopsida,Lamiales,Plantaginaceae,7555954,Linaria amethystea
Linaria amethystea amethystea,Linaria amethystea amethystea (Vent.) Hoffmanns. & Link,TRUE,Linaria,amethystea,amethystea,Magnoliopsida,Lamiales,Plantaginaceae,7677750,Linaria amethystea
Linaria amethystea ignescens,Linaria amethystea ignescens (Kunze) D.A. Sutton,TRUE,Linaria,amethystea,ignescens,Magnoliopsida,Lamiales,Plantaginaceae,8267748,Linaria amethystea
Linaria amethystea multipunctata,Linaria amethystea multipunctata (Brot.) Chater & D.A. Webb,TRUE,Linaria,amethystea,multipunctata,Magnoliopsida,Lamiales,Plantaginaceae,8218640,Linaria amethystea subsp. multipunctata
Linaria amethystea toloxense,"Linaria amethystea toloxense Casimiro-Soriguer Solanas &
Cabezudo",TRUE,Linaria,amethystea,toloxense,Magnoliopsida,Lamiales,Plantaginaceae,----,Linaria amethystea
Linaria amoi,Linaria amoi Campo ex Amo,TRUE,Linaria,amoi,,Magnoliopsida,Lamiales,Plantaginaceae,8220373,Linaria amoi
Linaria angustissima,Linaria angustissima (Loisel.) Borbás,FALSE,Linaria,angustissima,,Magnoliopsida,Lamiales,Plantaginaceae,5415014,Linaria angustissima
Linaria arenaria,Linaria arenaria DC.,FALSE,Linaria,arenaria,,Magnoliopsida,Lamiales,Plantaginaceae,8105164,Linaria arenaria
Linaria argillicola,"Linaria argillicola Juan, Blanca, Cueto, J.Fuentes & L.Sáez",TRUE,Linaria,argillicola,,Magnoliopsida,Lamiales,Plantaginaceae,9714283,Linaria argillicola
Linaria arvensis,Linaria arvensis (L.) Desf.,FALSE,Linaria,arvensis,,Magnoliopsida,Lamiales,Plantaginaceae,5562956,Linaria arvensis
Linaria badalii,Linaria badalii Loscos,TRUE,Linaria,badalii,,Magnoliopsida,Lamiales,Plantaginaceae,8092361,Linaria badali
Linaria becerrae,"Linaria becerrae Blanca, Cueto & J.Fuentes",TRUE,Linaria,becerrae,,Magnoliopsida,Lamiales,Plantaginaceae,9395152,Linaria becerrae
Linaria bipunctata bipunctata,Linaria bipunctata bipunctata (L.) Chaz.,TRUE,Linaria,bipunctata,bipunctata,Magnoliopsida,Lamiales,Plantaginaceae,7641670,Linaria bipunctata bipunctata
Linaria bipunctata glutinosa,Linaria bipunctata glutinosa (Hoffmanns. & Link) D.A. Sutton,TRUE,Linaria,bipunctata,glutinosa,Magnoliopsida,Lamiales,Plantaginaceae,7664498,Linaria bipunctata subsp. glutinosa
Linaria bubanii,Linaria bubanii Font Quer,TRUE,Linaria,bubanii,,Magnoliopsida,Lamiales,Plantaginaceae,8423889,Linaria bubanii
Linaria caesia,Linaria caesia (Pers.) F. Dietr.,TRUE,Linaria,caesia,,Magnoliopsida,Lamiales,Plantaginaceae,7359283,Linaria caesia
Linaria cavanillesii,Linaria cavanillesii Chav.,TRUE,Linaria,cavanillesii,,Magnoliopsida,Lamiales,Plantaginaceae,8106135,Linaria cavanillesii
Linaria chalepensis,Linaria chalepensis (L.) Mill.,FALSE,Linaria,chalepensis,,Magnoliopsida,Lamiales,Plantaginaceae,7963687,Linaria chalepensis
Linaria clementei,Linaria clementei Haens.,TRUE,Linaria,clementei,,Magnoliopsida,Lamiales,Plantaginaceae,7532484,Linaria clementei
Linaria depauperata depauperata,Linaria depauperata depauperata Leresche ex Lange,TRUE,Linaria,depauperata,depauperata,Magnoliopsida,Lamiales,Plantaginaceae,8301533,Linaria depauperata
Linaria depauperata hegelmaieri,Linaria depauperata hegelmaieri (Lange) De la Torre,TRUE,Linaria,depauperata,hegelmaieri,Magnoliopsida,Lamiales,Plantaginaceae,7408267,Linaria depauperata subsp. hegelmaieri
